"YEAR","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","REGION","CARRIER","CARRIER_NAME","CARRIER_GROUP","CARRIER_GROUP_NEW","SERVICE_CLASS","REV_PAX_ENP_110","REV_PAX_MILES_140","REV_PAX_MILES_COACH","REV_PAX_MILES_FIRST","NON_REV_PAX_MILES","REV_TON_MILES_240","REV_TON_MILES_FREIGHT_247","REV_TON_MILES_PAX_241","REV_TON_MILES_USPR_MAIL","REV_TON_MILES_USNONPR_MAIL","REV_TON_MILES_MAIL_249","REV_TON_MILES_FOREIGN_MAIL","REV_TON_MILES_EXPRESS_MAIL","NON_REV_TON_MILES","AVL_TON_MILES_280","AVL_SEAT_MILES_320","AVL_SEAT_MILES_FIRST","AVL_SEAT_MILES_COACH","REV_ACRFT_MILES_FLOWN_410","REV_ACRFT_MILES_SCH_430","REV_ACRFT_MILES_SCH_COMPLETED","REV_ACRFT_DEP_PERF_510","REV_ACRFT_HRS_AIRBORNE_610","ACRFT_HRS_RAMPTORAMP_630",
2012,"VX","Virgin America","D","VX","Virgin America",2,2,"F",438385.00,692147165.00,0.00,692147165.00,,69214717.00,0.00,69214717.00,,,0.00,,,,117346507.00,885261454.00,885261454.00,0.00,6284636.00,6326514.00,,4062.00,13711.00,15150.00,
2012,"VX","Virgin America","D","VX","Virgin America",2,2,"F",431731.00,683457792.00,0.00,683457792.00,,68345779.00,0.00,68345779.00,,,0.00,,,,111879214.00,843901863.00,843901863.00,0.00,5992059.00,6018091.00,,3837.00,13091.00,14440.00,
2012,"VX","Virgin America","D","VX","Virgin America",2,2,"F",509093.00,809345755.00,0.00,809345755.00,,80934576.00,0.00,80934576.00,,,0.00,,,,126825107.00,959026864.00,959026864.00,0.00,6794033.00,6811936.00,,4349.00,14804.00,16435.00,
2012,"VX","Virgin America","D","VX","Virgin America",2,2,"F",501030.00,806230473.00,0.00,806230473.00,,80623047.00,0.00,80623047.00,,,0.00,,,,131047098.00,998680375.00,998680375.00,0.00,7024586.00,7035309.00,,4435.00,15287.00,20126.00,
2012,"VX","Virgin America","D","VX","Virgin America",2,2,"F",513762.00,835658398.00,0.00,835658398.00,,83565840.00,0.00,83565840.00,,,0.00,,,,139906783.00,1062838307.00,1062838307.00,0.00,7498102.00,7505488.00,,4715.00,16340.00,18051.00,
2012,"VX","Virgin America","D","VX","Virgin America",2,2,"F",530241.00,843043158.00,0.00,843043158.00,,84304316.00,0.00,84304316.00,,,0.00,,,,137940840.00,1049889934.00,1049889934.00,0.00,7393655.00,7470967.00,,4744.00,15936.00,17754.00,
2012,"VX","Virgin America","D","VX","Virgin America",2,2,"F",551192.00,877022376.00,0.00,877022376.00,,87702238.00,0.00,87702238.00,,,0.00,,,,145190375.00,1102410276.00,1102410276.00,0.00,7780710.00,7785560.00,,5025.00,16611.00,18555.00,
2012,"VX","Virgin America","D","VX","Virgin America",2,2,"F",581942.00,931787266.00,0.00,931787266.00,,93178727.00,0.00,93178727.00,,,0.00,,,,148116010.00,1125969027.00,1125969027.00,0.00,7938354.00,7969479.00,,5053.00,16962.00,18962.00,
2012,"VX","Virgin America","D","VX","Virgin America",2,2,"F",505420.00,804463634.00,0.00,804463634.00,,80446363.00,0.00,80446363.00,,,0.00,,,,136460897.00,1037938816.00,1037938816.00,0.00,7314092.00,7458740.00,,4627.00,15708.00,17416.00,
2012,"VX","Virgin America","D","VX","Virgin America",2,2,"F",491675.00,786446738.00,0.00,786446738.00,,78644674.00,0.00,78644674.00,,,0.00,,,,127639166.00,969719248.00,969719248.00,0.00,6840638.00,7182461.00,,4418.00,14848.00,16478.00,
