"YEAR","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","REGION","CARRIER","CARRIER_NAME","CARRIER_GROUP","CARRIER_GROUP_NEW","SERVICE_CLASS","REV_PAX_ENP_110","REV_PAX_MILES_140","REV_PAX_MILES_COACH","REV_PAX_MILES_FIRST","NON_REV_PAX_MILES","REV_TON_MILES_240","REV_TON_MILES_FREIGHT_247","REV_TON_MILES_PAX_241","REV_TON_MILES_USPR_MAIL","REV_TON_MILES_USNONPR_MAIL","REV_TON_MILES_MAIL_249","REV_TON_MILES_FOREIGN_MAIL","REV_TON_MILES_EXPRESS_MAIL","NON_REV_TON_MILES","AVL_TON_MILES_280","AVL_SEAT_MILES_320","AVL_SEAT_MILES_FIRST","AVL_SEAT_MILES_COACH","REV_ACRFT_MILES_FLOWN_410","REV_ACRFT_MILES_SCH_430","REV_ACRFT_MILES_SCH_COMPLETED","REV_ACRFT_DEP_PERF_510","REV_ACRFT_HRS_AIRBORNE_610","ACRFT_HRS_RAMPTORAMP_630",
2016,"VX","Virgin America","D","VX","Virgin America",3,3,"F",545829.00,812816015.00,0.00,812816015.00,,81281602.00,0.00,81281602.00,,,0.00,,,,137094514.00,1050573467.00,1050573467.00,0.00,7352158.00,7619240.00,,5228.00,15968.00,17976.00,
2016,"VX","Virgin America","D","VX","Virgin America",3,3,"F",534529.00,788039158.00,0.00,788039158.00,,78803916.00,0.00,78803916.00,,,0.00,,,,129424066.00,994574141.00,994574141.00,0.00,6942247.00,7146757.00,,4903.00,15071.00,16923.00,
2016,"VX","Virgin America","D","VX","Virgin America",3,3,"F",642494.00,957492333.00,0.00,957492333.00,,95749233.00,0.00,95749233.00,,,0.00,,,,147005091.00,1129983158.00,1129983158.00,0.00,7885441.00,7949161.00,,5568.00,17492.00,19649.00,
2016,"VX","Virgin America","D","VX","Virgin America",3,3,"F",641111.00,964613235.00,0.00,964613235.00,,96461324.00,0.00,96461324.00,,,0.00,,,,148953476.00,1148766316.00,1148766316.00,0.00,7991963.00,8034664.00,,5599.00,17329.00,19573.00,
2016,"VX","Virgin America","D","VX","Virgin America",3,3,"F",683966.00,1032828843.00,0.00,1032828843.00,,103282884.00,0.00,103282884.00,,,0.00,,,,155341239.00,1198776781.00,1198776781.00,0.00,8335016.00,8286543.00,,5808.00,18097.00,20350.00,
2016,"VX","Virgin America","D","VX","Virgin America",3,3,"F",699641.00,1076036514.00,0.00,1076036514.00,,107603651.00,0.00,107603651.00,,,0.00,,,,160054782.00,1236172464.00,1236172464.00,0.00,8588241.00,8663396.00,,5849.00,18404.00,20913.00,
2016,"VX","Virgin America","D","VX","Virgin America",3,3,"F",731774.00,1128351392.00,0.00,1128351392.00,,112835139.00,0.00,112835139.00,,,0.00,,,,167524216.00,1295889751.00,1295889751.00,0.00,8989763.00,9009893.00,,6072.00,19206.00,21772.00,
2016,"VX","Virgin America","D","VX","Virgin America",3,3,"F",721356.00,1112977051.00,0.00,1112977051.00,,111297705.00,0.00,111297705.00,,,0.00,,,,167020120.00,1292958467.00,1292958467.00,0.00,8963479.00,8985530.00,,6055.00,19131.00,21695.00,
2016,"VX","Virgin America","D","VX","Virgin America",3,3,"F",660743.00,994406478.00,0.00,994406478.00,,99440648.00,0.00,99440648.00,,,0.00,,,,152726190.00,1179226167.00,1179226167.00,0.00,8194443.00,8212849.00,,5709.00,17465.00,19718.00,
2016,"VX","Virgin America","D","VX","Virgin America",3,3,"F",670805.00,1009759456.00,0.00,1009759456.00,,100975946.00,0.00,100975946.00,,,0.00,,,,154982477.00,1196384512.00,1196384512.00,0.00,8315477.00,8371498.00,,5784.00,17777.00,20091.00,
